symbol,date,open,high,low,close,volume,vwap,vwap_vs_close_diff,notes
YM,2024-11-03,4686.38,4687.88,4605.09,4623.83,3000729,4650.8,26.97,VWAP reference for TCA analysis
NQ,2024-11-02,5886.63,5900.94,5866.45,5880.71,4827937,5883.68,2.97,VWAP reference for TCA analysis
NQ,2024-11-14,5806.84,5847.86,5728.12,5771.29,3741122,5788.53,17.24,VWAP reference for TCA analysis
ES,2024-11-07,4961.49,5029.6,4876.54,4950.39,1224481,4954.51,4.12,VWAP reference for TCA analysis
YM,2024-11-19,4516.3,4555.71,4430.39,4506.68,2864860,4502.27,-4.41,VWAP reference for TCA analysis
RTY,2024-11-14,5820.52,5918.19,5804.95,5860.99,2310739,5851.16,-9.83,VWAP reference for TCA analysis
YM,2024-11-16,5052.67,5072.51,4982.49,5024.25,2708415,5032.98,8.73,VWAP reference for TCA analysis
RTY,2024-11-03,5626.63,5727.68,5588.93,5727.46,4242584,5667.68,-59.78,VWAP reference for TCA analysis
YM,2024-11-08,5034.74,5055.25,4954.08,5044.82,783203,5022.22,-22.6,VWAP reference for TCA analysis
ES,2024-11-27,5773.32,5884.96,5766.79,5874.83,3823197,5824.98,-49.85,VWAP reference for TCA analysis
RTY,2024-11-21,5503.31,5551.87,5485.8,5548.85,4468064,5522.46,-26.39,VWAP reference for TCA analysis
ES,2024-11-22,4718.04,4734.9,4696.68,4697.51,4861655,4711.78,14.27,VWAP reference for TCA analysis
YM,2024-11-04,4771.07,4781.84,4730.74,4762.59,4431464,4761.56,-1.03,VWAP reference for TCA analysis
RTY,2024-11-12,4845.45,4893.06,4789.53,4868.06,2172009,4849.03,-19.03,VWAP reference for TCA analysis
RTY,2024-11-05,4593.95,4616.61,4533.14,4534.58,3252183,4569.57,34.99,VWAP reference for TCA analysis
YM,2024-11-12,4722.44,4766.73,4649.1,4671.43,3783110,4702.42,30.99,VWAP reference for TCA analysis
NQ,2024-11-11,5035.91,5058.7,5023.7,5032.69,3599516,5037.75,5.06,VWAP reference for TCA analysis
NQ,2024-11-27,5455.06,5538.07,5417.32,5502.82,1617290,5478.32,-24.5,VWAP reference for TCA analysis
YM,2024-11-23,5696.83,5768.56,5606.58,5685.41,1572427,5689.35,3.94,VWAP reference for TCA analysis
NQ,2024-11-04,5440.94,5442.72,5406.9,5424.53,3860535,5428.77,4.24,VWAP reference for TCA analysis
RTY,2024-11-21,4832.39,4923.75,4776.82,4839.49,2753233,4843.11,3.62,VWAP reference for TCA analysis
RTY,2024-11-25,5113.09,5177.49,5011.06,5139.53,2688341,5110.29,-29.24,VWAP reference for TCA analysis
RTY,2024-11-05,4737.66,4821.25,4696.18,4820.37,407322,4768.86,-51.51,VWAP reference for TCA analysis
ES,2024-11-17,4596.45,4622.73,4527.86,4528.05,4593489,4568.77,40.72,VWAP reference for TCA analysis
ES,2024-11-16,5475.86,5516.44,5378.64,5469.07,1162571,5460.0,-9.07,VWAP reference for TCA analysis
ES,2024-11-28,5682.69,5774.96,5631.05,5684.51,2983616,5693.3,8.79,VWAP reference for TCA analysis
YM,2024-11-24,4540.09,4559.12,4483.29,4548.02,922694,4532.63,-15.39,VWAP reference for TCA analysis
YM,2024-11-10,5440.7,5445.01,5432.47,5437.54,3994827,5438.93,1.39,VWAP reference for TCA analysis
YM,2024-11-21,5713.21,5742.02,5623.29,5672.74,4283829,5687.82,15.08,VWAP reference for TCA analysis
NQ,2024-11-08,5176.9,5203.28,5155.55,5198.7,4179618,5183.61,-15.09,VWAP reference for TCA analysis
YM,2024-11-24,5572.92,5589.09,5484.28,5580.25,2494733,5556.64,-23.61,VWAP reference for TCA analysis
YM,2024-11-15,5471.25,5553.97,5456.91,5550.21,1483921,5508.09,-42.12,VWAP reference for TCA analysis
YM,2024-11-20,4804.7,4853.03,4759.43,4809.34,1829097,4806.62,-2.72,VWAP reference for TCA analysis
NQ,2024-11-21,4959.25,5047.49,4860.08,4906.79,1956234,4943.4,36.61,VWAP reference for TCA analysis
RTY,2024-11-09,4953.78,4995.41,4900.44,4910.43,129006,4940.01,29.58,VWAP reference for TCA analysis
ES,2024-11-15,5880.59,5920.46,5772.4,5822.69,3546157,5849.03,26.34,VWAP reference for TCA analysis
RTY,2024-11-25,4993.41,5092.52,4981.67,4991.05,2718476,5014.66,23.61,VWAP reference for TCA analysis
NQ,2024-11-19,5601.82,5660.71,5518.33,5527.8,765730,5577.16,49.36,VWAP reference for TCA analysis
ES,2024-11-20,4651.15,4686.75,4564.34,4583.48,4554045,4621.43,37.95,VWAP reference for TCA analysis
NQ,2024-11-05,4504.64,4522.05,4440.55,4486.3,4059252,4488.39,2.09,VWAP reference for TCA analysis
YM,2024-11-16,5400.54,5433.71,5313.6,5396.43,2028688,5386.07,-10.36,VWAP reference for TCA analysis
YM,2024-11-10,4491.54,4562.86,4464.86,4505.97,3959204,4506.31,0.34,VWAP reference for TCA analysis
RTY,2024-11-21,4447.69,4506.61,4386.37,4500.01,3477255,4460.17,-39.84,VWAP reference for TCA analysis
YM,2024-11-13,5232.8,5249.23,5196.73,5209.97,4607432,5222.18,12.21,VWAP reference for TCA analysis
NQ,2024-11-07,5622.21,5683.77,5550.99,5627.43,3476964,5621.1,-6.33,VWAP reference for TCA analysis
RTY,2024-11-30,5102.8,5159.39,5082.48,5100.08,3086173,5111.19,11.11,VWAP reference for TCA analysis
RTY,2024-11-14,5313.73,5400.11,5287.1,5371.71,4015480,5343.16,-28.55,VWAP reference for TCA analysis
YM,2024-11-17,5433.6,5437.88,5374.74,5400.43,441365,5411.66,11.23,VWAP reference for TCA analysis
NQ,2024-11-29,5234.82,5235.1,5192.18,5195.66,3985510,5214.44,18.78,VWAP reference for TCA analysis
ES,2024-11-14,4932.87,5008.75,4928.97,4952.03,4608271,4955.65,3.62,VWAP reference for TCA analysis
NQ,2024-11-25,5815.24,5844.42,5797.35,5811.91,1728514,5817.23,5.32,VWAP reference for TCA analysis
RTY,2024-11-02,5848.82,5935.12,5796.57,5866.29,4378583,5861.7,-4.59,VWAP reference for TCA analysis
ES,2024-11-20,5280.62,5378.03,5183.77,5241.55,3407666,5270.99,29.44,VWAP reference for TCA analysis
YM,2024-11-30,5813.47,5817.05,5755.46,5802.62,1828992,5797.15,-5.47,VWAP reference for TCA analysis
YM,2024-11-28,4834.11,4884.94,4757.65,4758.2,4786191,4808.72,50.52,VWAP reference for TCA analysis
ES,2024-11-18,5189.36,5288.59,5152.38,5272.52,4161209,5225.71,-46.81,VWAP reference for TCA analysis
YM,2024-11-06,5346.93,5394.76,5287.81,5344.65,1089857,5343.54,-1.11,VWAP reference for TCA analysis
ES,2024-11-26,5019.33,5040.3,5005.28,5012.56,3121200,5019.37,6.81,VWAP reference for TCA analysis
ES,2024-11-14,5749.2,5756.31,5637.2,5664.33,447101,5701.76,37.43,VWAP reference for TCA analysis
YM,2024-11-14,5960.27,6068.35,5885.71,5913.48,3068808,5956.95,43.47,VWAP reference for TCA analysis
RTY,2024-11-16,4733.12,4768.72,4722.17,4756.44,4324706,4745.11,-11.33,VWAP reference for TCA analysis
ES,2024-11-18,4570.66,4597.37,4484.63,4570.26,2194583,4555.73,-14.53,VWAP reference for TCA analysis
RTY,2024-11-29,5744.02,5826.17,5736.32,5818.73,4435955,5781.31,-37.42,VWAP reference for TCA analysis
YM,2024-11-08,5962.92,6072.5,5915.78,6071.3,4074871,6005.62,-65.68,VWAP reference for TCA analysis
RTY,2024-11-23,5973.82,6030.87,5941.89,6004.89,4036182,5987.87,-17.02,VWAP reference for TCA analysis
YM,2024-11-24,5148.03,5223.41,5078.64,5113.42,2200659,5140.88,27.46,VWAP reference for TCA analysis
YM,2024-11-19,4905.57,4945.34,4841.58,4932.56,1190288,4906.26,-26.3,VWAP reference for TCA analysis
RTY,2024-11-16,5616.98,5695.42,5539.68,5574.88,3410017,5606.74,31.86,VWAP reference for TCA analysis
ES,2024-11-01,5578.97,5659.19,5539.47,5578.93,573437,5589.14,10.21,VWAP reference for TCA analysis
NQ,2024-11-19,4487.07,4552.83,4430.75,4431.19,656059,4475.46,44.27,VWAP reference for TCA analysis
NQ,2024-11-15,4556.13,4585.05,4537.72,4561.48,761677,4560.1,-1.38,VWAP reference for TCA analysis
NQ,2024-11-08,5851.36,5857.7,5795.77,5830.37,3433974,5833.8,3.43,VWAP reference for TCA analysis
RTY,2024-11-27,5426.02,5464.07,5337.7,5438.38,673864,5416.54,-21.84,VWAP reference for TCA analysis
ES,2024-11-10,4651.21,4713.75,4588.25,4711.07,1925880,4666.07,-45.0,VWAP reference for TCA analysis
RTY,2024-11-17,4752.73,4785.38,4696.9,4758.0,4706714,4748.25,-9.75,VWAP reference for TCA analysis
YM,2024-11-14,4803.6,4899.0,4770.23,4794.7,3644129,4816.88,22.18,VWAP reference for TCA analysis
RTY,2024-11-05,5401.83,5454.43,5346.95,5400.26,1657705,5400.87,0.61,VWAP reference for TCA analysis
RTY,2024-11-06,5800.73,5841.24,5695.76,5771.78,3439305,5777.38,5.6,VWAP reference for TCA analysis
RTY,2024-11-25,4595.46,4599.27,4534.38,4571.56,1752925,4575.17,3.61,VWAP reference for TCA analysis
NQ,2024-11-07,4964.47,5006.97,4935.98,4994.8,3163638,4975.56,-19.24,VWAP reference for TCA analysis
RTY,2024-11-19,5336.58,5395.57,5287.65,5358.71,663385,5344.63,-14.08,VWAP reference for TCA analysis
ES,2024-11-04,4902.98,4922.61,4829.59,4877.1,2028595,4883.07,5.97,VWAP reference for TCA analysis
NQ,2024-11-05,5535.19,5596.28,5465.06,5476.46,2752703,5518.25,41.79,VWAP reference for TCA analysis
NQ,2024-11-08,4766.74,4772.11,4760.22,4763.16,2005101,4765.56,2.4,VWAP reference for TCA analysis
ES,2024-11-04,4664.67,4716.99,4573.9,4577.49,3436832,4633.26,55.77,VWAP reference for TCA analysis
ES,2024-11-17,5927.61,5984.87,5819.01,5924.08,3588960,5913.89,-10.19,VWAP reference for TCA analysis
NQ,2024-11-18,5068.47,5111.27,5024.63,5086.8,3389411,5072.79,-14.01,VWAP reference for TCA analysis
RTY,2024-11-09,5272.31,5372.68,5190.56,5268.67,4047519,5276.06,7.39,VWAP reference for TCA analysis
YM,2024-11-12,5349.6,5396.33,5291.17,5378.35,4696700,5353.86,-24.49,VWAP reference for TCA analysis
YM,2024-11-01,4554.53,4559.54,4537.66,4553.2,447171,4551.23,-1.97,VWAP reference for TCA analysis
YM,2024-11-20,5887.46,5944.37,5869.76,5921.12,3318717,5905.68,-15.44,VWAP reference for TCA analysis
NQ,2024-11-04,5739.64,5764.07,5678.69,5719.14,3324458,5725.38,6.24,VWAP reference for TCA analysis
ES,2024-11-09,4821.71,4913.65,4811.18,4878.86,269526,4856.35,-22.51,VWAP reference for TCA analysis
ES,2024-11-15,4441.18,4455.87,4366.56,4414.92,2290998,4419.63,4.71,VWAP reference for TCA analysis
RTY,2024-11-13,4487.79,4544.82,4466.3,4481.05,479392,4494.99,13.94,VWAP reference for TCA analysis
RTY,2024-11-06,5558.78,5592.5,5501.11,5534.01,117864,5546.6,12.59,VWAP reference for TCA analysis
RTY,2024-11-20,4791.21,4833.23,4726.37,4808.51,4902208,4789.83,-18.68,VWAP reference for TCA analysis
ES,2024-11-10,5713.31,5769.23,5658.19,5738.48,1546390,5719.8,-18.68,VWAP reference for TCA analysis
YM,2024-11-28,4974.3,5070.62,4917.47,5045.01,4223427,5001.85,-43.16,VWAP reference for TCA analysis
NQ,2024-11-25,4769.04,4805.17,4676.33,4772.53,606309,4755.77,-16.76,VWAP reference for TCA analysis
YM,2024-11-07,4510.7,4552.87,4492.56,4506.17,2774067,4515.58,9.41,VWAP reference for TCA analysis
YM,2024-11-21,4986.25,5013.61,4927.15,4930.04,2238916,4964.26,34.22,VWAP reference for TCA analysis
RTY,2024-11-13,4883.83,4942.49,4877.73,4941.15,3265392,4911.3,-29.85,VWAP reference for TCA analysis
ES,2024-11-09,5765.76,5810.2,5704.19,5759.97,4291238,5760.03,0.06,VWAP reference for TCA analysis
RTY,2024-11-02,4762.52,4854.77,4686.43,4734.44,1174089,4759.54,25.1,VWAP reference for TCA analysis
ES,2024-11-21,5403.27,5456.26,5396.96,5440.48,1399425,5424.24,-16.24,VWAP reference for TCA analysis
ES,2024-11-14,4431.32,4491.11,4369.0,4456.0,1543299,4436.86,-19.14,VWAP reference for TCA analysis
RTY,2024-11-30,5100.4,5163.58,5000.27,5067.44,3905353,5082.92,15.48,VWAP reference for TCA analysis
RTY,2024-11-04,5730.04,5730.41,5661.92,5714.94,3456390,5709.33,-5.61,VWAP reference for TCA analysis
RTY,2024-11-27,4784.12,4835.98,4723.17,4804.05,3818400,4786.83,-17.22,VWAP reference for TCA analysis
YM,2024-11-14,4562.02,4608.09,4484.28,4555.97,2853524,4552.59,-3.38,VWAP reference for TCA analysis
YM,2024-11-28,4628.05,4710.02,4546.62,4681.89,2924027,4641.64,-40.25,VWAP reference for TCA analysis
RTY,2024-11-13,5923.94,6029.36,5833.49,5879.38,1704865,5916.54,37.16,VWAP reference for TCA analysis
NQ,2024-11-16,5193.0,5225.46,5127.54,5200.5,2281378,5186.62,-13.88,VWAP reference for TCA analysis
YM,2024-11-25,5677.75,5768.86,5628.46,5674.88,4316188,5687.49,12.61,VWAP reference for TCA analysis
RTY,2024-11-04,5295.59,5400.98,5224.03,5251.13,2767361,5292.93,41.8,VWAP reference for TCA analysis
NQ,2024-11-06,5019.96,5114.65,4942.3,5094.82,1758203,5042.93,-51.89,VWAP reference for TCA analysis
YM,2024-11-04,5558.8,5611.56,5460.33,5602.04,2816066,5558.18,-43.86,VWAP reference for TCA analysis
RTY,2024-11-16,5513.85,5556.44,5474.06,5533.24,321343,5519.4,-13.84,VWAP reference for TCA analysis
ES,2024-11-20,4751.61,4832.51,4705.74,4814.83,3338189,4776.17,-38.66,VWAP reference for TCA analysis
ES,2024-11-09,5550.52,5622.81,5549.54,5596.15,2827524,5579.76,-16.39,VWAP reference for TCA analysis
YM,2024-11-07,5056.94,5073.21,5001.63,5045.2,2742033,5044.24,-0.96,VWAP reference for TCA analysis
ES,2024-11-29,4875.28,4956.87,4821.67,4925.04,1945669,4894.72,-30.32,VWAP reference for TCA analysis
RTY,2024-11-25,5294.29,5324.24,5261.52,5265.03,3624650,5286.27,21.24,VWAP reference for TCA analysis
ES,2024-11-26,4846.16,4893.07,4830.94,4887.87,967605,4864.51,-23.36,VWAP reference for TCA analysis
ES,2024-11-14,5484.75,5584.15,5415.1,5499.6,1348704,5495.9,-3.7,VWAP reference for TCA analysis
RTY,2024-11-18,5206.55,5250.9,5137.49,5245.46,3192364,5210.1,-35.36,VWAP reference for TCA analysis
NQ,2024-11-06,4467.69,4509.4,4437.19,4466.01,2698445,4470.07,4.06,VWAP reference for TCA analysis
ES,2024-11-05,4522.35,4601.0,4458.46,4536.35,737464,4529.54,-6.81,VWAP reference for TCA analysis
NQ,2024-11-17,4564.62,4570.39,4542.28,4560.29,3265622,4559.4,-0.89,VWAP reference for TCA analysis
RTY,2024-11-01,4782.83,4826.27,4701.25,4771.51,2920823,4770.47,-1.04,VWAP reference for TCA analysis
RTY,2024-11-09,5108.1,5202.62,5043.54,5067.15,2802796,5105.35,38.2,VWAP reference for TCA analysis
YM,2024-11-23,5296.55,5353.54,5256.82,5275.73,4506755,5295.66,19.93,VWAP reference for TCA analysis
YM,2024-11-04,4737.31,4771.85,4721.85,4761.81,2312193,4748.2,-13.61,VWAP reference for TCA analysis
RTY,2024-11-07,4916.32,5014.02,4900.34,4984.75,4079721,4953.86,-30.89,VWAP reference for TCA analysis
YM,2024-11-19,5578.78,5622.65,5513.13,5573.09,4848966,5571.91,-1.18,VWAP reference for TCA analysis
ES,2024-11-08,5058.26,5080.38,4997.83,5077.75,1019461,5053.56,-24.19,VWAP reference for TCA analysis
NQ,2024-11-19,4756.52,4804.29,4720.97,4768.88,1907361,4762.67,-6.21,VWAP reference for TCA analysis
NQ,2024-11-12,4616.25,4661.78,4572.59,4661.2,394551,4627.95,-33.25,VWAP reference for TCA analysis
YM,2024-11-11,5827.71,5918.56,5745.62,5768.27,3549588,5815.04,46.77,VWAP reference for TCA analysis
NQ,2024-11-10,5630.09,5641.96,5598.84,5614.24,2683048,5621.28,7.04,VWAP reference for TCA analysis
YM,2024-11-30,5803.3,5840.57,5796.67,5801.8,2326383,5810.59,8.79,VWAP reference for TCA analysis
ES,2024-11-28,5260.37,5295.82,5239.75,5292.91,4816559,5272.21,-20.7,VWAP reference for TCA analysis
ES,2024-11-08,4751.67,4754.23,4675.49,4686.72,4939350,4717.03,30.31,VWAP reference for TCA analysis
RTY,2024-11-07,4402.14,4419.02,4363.19,4372.6,940164,4389.24,16.64,VWAP reference for TCA analysis
RTY,2024-11-24,5268.07,5302.45,5252.5,5277.47,4164506,5275.12,-2.35,VWAP reference for TCA analysis
YM,2024-11-20,5484.76,5504.53,5397.94,5433.49,3866252,5455.18,21.69,VWAP reference for TCA analysis
YM,2024-11-28,5116.57,5153.88,5104.95,5114.76,449109,5122.54,7.78,VWAP reference for TCA analysis
NQ,2024-11-08,5518.9,5534.33,5493.94,5501.18,4428980,5512.09,10.91,VWAP reference for TCA analysis
ES,2024-11-21,5612.2,5723.13,5567.28,5586.38,296219,5622.25,35.87,VWAP reference for TCA analysis
ES,2024-11-13,5391.56,5447.72,5311.76,5377.68,130515,5382.18,4.5,VWAP reference for TCA analysis
RTY,2024-11-11,4808.01,4864.56,4746.44,4815.82,3364112,4808.71,-7.11,VWAP reference for TCA analysis
YM,2024-11-11,5050.37,5106.48,4957.91,5077.45,2320120,5048.05,-29.4,VWAP reference for TCA analysis
RTY,2024-11-27,5376.81,5446.16,5274.85,5402.67,3748852,5375.12,-27.55,VWAP reference for TCA analysis
RTY,2024-11-28,4824.97,4853.5,4814.4,4846.39,164832,4834.82,-11.57,VWAP reference for TCA analysis
YM,2024-11-29,5585.53,5647.62,5565.65,5581.69,4151291,5595.12,13.43,VWAP reference for TCA analysis
YM,2024-11-29,5905.8,6016.73,5890.97,5983.74,3352301,5949.31,-34.43,VWAP reference for TCA analysis
YM,2024-11-23,4825.73,4853.05,4778.38,4808.33,275158,4816.37,8.04,VWAP reference for TCA analysis
YM,2024-11-26,5374.98,5406.5,5358.27,5359.96,4477432,5374.93,14.97,VWAP reference for TCA analysis
RTY,2024-11-30,5173.34,5177.32,5115.7,5161.69,253876,5157.01,-4.68,VWAP reference for TCA analysis
NQ,2024-11-06,4941.11,4994.27,4856.23,4970.08,4978013,4940.42,-29.66,VWAP reference for TCA analysis
RTY,2024-11-09,5626.15,5639.61,5555.31,5601.8,2364207,5605.72,3.92,VWAP reference for TCA analysis
YM,2024-11-03,5680.74,5766.19,5592.73,5656.26,4422569,5673.98,17.72,VWAP reference for TCA analysis
ES,2024-11-26,5737.65,5755.02,5735.11,5739.06,3608831,5741.71,2.65,VWAP reference for TCA analysis
YM,2024-11-16,5323.66,5347.39,5278.12,5340.84,1101540,5322.5,-18.34,VWAP reference for TCA analysis
RTY,2024-11-28,4424.03,4499.17,4388.74,4436.76,228388,4437.18,0.42,VWAP reference for TCA analysis
ES,2024-11-08,5677.8,5712.39,5626.05,5642.24,1116494,5664.62,22.38,VWAP reference for TCA analysis
RTY,2024-11-19,5453.29,5515.59,5364.05,5427.53,462325,5440.11,12.58,VWAP reference for TCA analysis
ES,2024-11-28,5206.45,5257.28,5186.04,5223.1,2890718,5218.22,-4.88,VWAP reference for TCA analysis
YM,2024-11-02,5802.05,5902.49,5799.64,5816.39,4296581,5830.14,13.75,VWAP reference for TCA analysis
RTY,2024-11-19,4933.23,5022.11,4925.71,4961.65,3430106,4960.67,-0.98,VWAP reference for TCA analysis
YM,2024-11-01,5286.96,5350.89,5215.76,5282.84,1729039,5284.11,1.27,VWAP reference for TCA analysis
NQ,2024-11-26,4467.2,4490.05,4385.92,4393.68,3374968,4434.21,40.53,VWAP reference for TCA analysis
ES,2024-11-13,5936.54,5955.37,5919.84,5943.18,1789000,5938.73,-4.45,VWAP reference for TCA analysis
YM,2024-11-08,5968.4,6006.92,5873.97,5914.34,4511251,5940.91,26.57,VWAP reference for TCA analysis
ES,2024-11-25,5322.84,5401.38,5321.1,5338.56,3810793,5345.97,7.41,VWAP reference for TCA analysis
RTY,2024-11-12,5970.2,5991.6,5850.86,5976.86,115602,5947.38,-29.48,VWAP reference for TCA analysis
ES,2024-11-30,5160.29,5208.57,5143.66,5171.1,1271874,5170.91,-0.19,VWAP reference for TCA analysis
YM,2024-11-27,5989.36,6063.4,5949.75,6003.29,1231297,6001.45,-1.84,VWAP reference for TCA analysis
ES,2024-11-19,5774.03,5887.98,5676.1,5866.51,2084963,5801.16,-65.35,VWAP reference for TCA analysis
NQ,2024-11-21,4438.97,4493.18,4429.84,4448.24,1516560,4452.56,4.32,VWAP reference for TCA analysis
RTY,2024-11-03,4802.79,4856.96,4798.06,4832.39,2269533,4822.55,-9.84,VWAP reference for TCA analysis
NQ,2024-11-12,5099.28,5135.93,5010.29,5028.78,3036017,5068.57,39.79,VWAP reference for TCA analysis
RTY,2024-11-12,4653.11,4700.28,4613.82,4615.69,2922403,4645.72,30.03,VWAP reference for TCA analysis
RTY,2024-11-25,5123.45,5152.08,5102.21,5144.14,3711752,5130.47,-13.67,VWAP reference for TCA analysis
RTY,2024-11-20,5052.7,5115.97,5043.34,5107.37,3606207,5079.85,-27.52,VWAP reference for TCA analysis
NQ,2024-11-23,4857.96,4915.34,4812.23,4859.39,2412874,4861.23,1.84,VWAP reference for TCA analysis
NQ,2024-11-06,5638.58,5694.71,5606.35,5662.06,3416912,5650.43,-11.63,VWAP reference for TCA analysis
RTY,2024-11-02,4782.51,4837.58,4748.13,4776.05,3058649,4786.07,10.02,VWAP reference for TCA analysis
YM,2024-11-20,5274.26,5308.37,5266.76,5270.21,1104844,5279.9,9.69,VWAP reference for TCA analysis
RTY,2024-11-29,5732.9,5747.44,5683.79,5717.55,711122,5720.42,2.87,VWAP reference for TCA analysis
RTY,2024-11-26,5599.57,5707.31,5566.12,5628.1,1995885,5625.27,-2.83,VWAP reference for TCA analysis
RTY,2024-11-24,4598.55,4648.75,4543.39,4561.69,3794070,4588.09,26.4,VWAP reference for TCA analysis
ES,2024-11-27,5122.16,5216.8,5081.95,5139.17,428076,5140.02,0.85,VWAP reference for TCA analysis
NQ,2024-11-13,5646.39,5745.04,5602.91,5714.32,993903,5677.16,-37.16,VWAP reference for TCA analysis
ES,2024-11-13,4937.06,4948.07,4899.58,4940.09,2542307,4931.2,-8.89,VWAP reference for TCA analysis
ES,2024-11-09,5993.7,6107.53,5971.84,6073.45,299269,6036.63,-36.82,VWAP reference for TCA analysis
NQ,2024-11-17,5990.49,6061.77,5928.39,6005.3,1673857,5996.49,-8.81,VWAP reference for TCA analysis
RTY,2024-11-22,5292.31,5348.78,5266.41,5316.32,1474938,5305.95,-10.37,VWAP reference for TCA analysis
ES,2024-11-29,5907.96,6004.81,5804.66,5864.36,370634,5895.45,31.09,VWAP reference for TCA analysis
YM,2024-11-13,4413.76,4436.3,4398.2,4408.93,4631544,4414.3,5.37,VWAP reference for TCA analysis
RTY,2024-11-02,4866.44,4952.55,4818.78,4919.01,3756625,4889.19,-29.82,VWAP reference for TCA analysis
YM,2024-11-26,5009.82,5063.08,4910.68,4965.12,1763772,4987.18,22.06,VWAP reference for TCA analysis
NQ,2024-11-06,5386.51,5409.05,5324.03,5328.9,2370507,5362.12,33.22,VWAP reference for TCA analysis
YM,2024-11-04,4834.98,4837.48,4825.09,4831.01,976947,4832.14,1.13,VWAP reference for TCA analysis
RTY,2024-11-27,5643.55,5750.81,5566.24,5666.4,3359432,5656.75,-9.65,VWAP reference for TCA analysis
YM,2024-11-02,4920.45,4966.51,4855.34,4881.42,491513,4905.93,24.51,VWAP reference for TCA analysis
